,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Cabin_Letter
491,0.0,3,0,21.0,0,0,7.25,0.0,7
492,0.0,1,0,55.0,0,0,30.5,0.0,2
493,0.0,1,0,71.0,0,0,49.5042,1.0,7
494,0.0,3,0,21.0,0,0,8.05,0.0,7
495,0.0,3,0,25.0,0,0,14.4583,1.0,7
496,1.0,1,1,54.0,1,0,78.2667,1.0,3
497,0.0,3,0,25.0,0,0,15.1,0.0,7
498,0.0,1,1,25.0,1,2,151.55,0.0,2
499,0.0,3,0,24.0,0,0,7.7958,0.0,7
500,0.0,3,0,17.0,0,0,8.6625,0.0,7
501,0.0,3,1,21.0,0,0,7.75,2.0,7
502,0.0,3,1,25.0,0,0,7.6292,2.0,7
503,0.0,3,1,37.0,0,0,9.5875,0.0,7
504,1.0,1,1,16.0,0,0,86.5,0.0,1
505,0.0,1,0,18.0,1,0,108.9,1.0,2
506,1.0,2,1,33.0,0,2,26.0,0.0,7
507,1.0,1,0,41.5,0,0,26.55,0.0,7
508,0.0,3,0,28.0,0,0,22.525,0.0,7
509,1.0,3,0,26.0,0,0,56.4958,0.0,7
510,1.0,3,0,29.0,0,0,7.75,2.0,7
511,0.0,3,0,25.0,0,0,8.05,0.0,7
512,1.0,1,0,36.0,0,0,26.2875,0.0,4
513,1.0,1,1,54.0,1,0,59.4,1.0,7
514,0.0,3,0,24.0,0,0,7.4958,0.0,7
515,0.0,1,0,47.0,0,0,34.0208,0.0,3
516,1.0,2,1,34.0,0,0,10.5,0.0,5
517,0.0,3,0,25.0,0,0,24.15,2.0,7
518,1.0,2,1,36.0,1,0,26.0,0.0,7
519,0.0,3,0,32.0,0,0,7.8958,0.0,7
520,1.0,1,1,30.0,0,0,93.5,0.0,1
521,0.0,3,0,22.0,0,0,7.8958,0.0,7
522,0.0,3,0,25.0,0,0,7.225,1.0,7
523,1.0,1,1,44.0,0,1,57.9792,1.0,1
524,0.0,3,0,25.0,0,0,7.2292,1.0,7
525,0.0,3,0,40.5,0,0,7.75,2.0,7
526,1.0,2,1,50.0,0,0,10.5,0.0,7
527,0.0,1,0,36.0,0,0,221.7792,0.0,2
528,0.0,3,0,39.0,0,0,7.925,0.0,7
529,0.0,2,0,23.0,2,1,11.5,0.0,7
530,1.0,2,1,2.0,1,1,26.0,0.0,7
531,0.0,3,0,25.0,0,0,7.2292,1.0,7
532,0.0,3,0,17.0,1,1,7.2292,1.0,7
533,1.0,3,1,26.0,0,2,22.3583,1.0,7
534,0.0,3,1,30.0,0,0,8.6625,0.0,7
535,1.0,2,1,7.0,0,2,26.25,0.0,7
536,0.0,1,0,45.0,0,0,26.55,0.0,1
537,1.0,1,1,30.0,0,0,106.425,1.0,7
538,0.0,3,0,25.0,0,0,14.5,0.0,7
539,1.0,1,1,22.0,0,2,49.5,1.0,1
540,1.0,1,1,36.0,0,2,71.0,0.0,1
541,0.0,3,1,9.0,4,2,31.275,0.0,7
542,0.0,3,1,11.0,4,2,31.275,0.0,7
543,1.0,2,0,32.0,1,0,26.0,0.0,7
544,0.0,1,0,50.0,1,0,106.425,1.0,2
545,0.0,1,0,64.0,0,0,26.0,0.0,7
546,1.0,2,1,19.0,1,0,26.0,0.0,7
547,1.0,2,0,30.0,0,0,13.8625,1.0,7
548,0.0,3,0,33.0,1,1,20.525,0.0,7
549,1.0,2,0,8.0,1,1,36.75,0.0,7
550,1.0,1,0,17.0,0,2,110.8833,1.0,2
551,0.0,2,0,27.0,0,0,26.0,0.0,7
552,0.0,3,0,25.0,0,0,7.8292,2.0,7
553,1.0,3,0,22.0,0,0,7.225,1.0,7
554,1.0,3,1,22.0,0,0,7.775,0.0,7
555,0.0,1,0,62.0,0,0,26.55,0.0,7
556,1.0,1,1,48.0,1,0,39.6,1.0,0
557,0.0,1,0,36.0,0,0,227.525,1.0,7
558,1.0,1,1,39.0,1,1,79.65,0.0,4
559,1.0,3,1,36.0,1,0,17.4,0.0,7
560,0.0,3,0,25.0,0,0,7.75,2.0,7
561,0.0,3,0,40.0,0,0,7.8958,0.0,7
562,0.0,2,0,28.0,0,0,13.5,0.0,7
563,0.0,3,0,25.0,0,0,8.05,0.0,7
564,0.0,3,1,25.0,0,0,8.05,0.0,7
565,0.0,3,0,24.0,2,0,24.15,0.0,7
566,0.0,3,0,19.0,0,0,7.8958,0.0,7
567,0.0,3,1,29.0,0,4,21.075,0.0,7
568,0.0,3,0,25.0,0,0,7.2292,1.0,7
569,1.0,3,0,32.0,0,0,7.8542,0.0,7
570,1.0,2,0,62.0,0,0,10.5,0.0,7
571,1.0,1,1,53.0,2,0,51.4792,0.0,2
572,1.0,1,0,36.0,0,0,26.3875,0.0,4
573,1.0,3,1,25.0,0,0,7.75,2.0,7
574,0.0,3,0,16.0,0,0,8.05,0.0,7
575,0.0,3,0,19.0,0,0,14.5,0.0,7
576,1.0,2,1,34.0,0,0,13.0,0.0,7
577,1.0,1,1,39.0,1,0,55.9,0.0,4
578,0.0,3,1,25.0,1,0,14.4583,1.0,7
579,1.0,3,0,32.0,0,0,7.925,0.0,7
580,1.0,2,1,25.0,1,1,30.0,0.0,7
581,1.0,1,1,39.0,1,1,110.8833,1.0,2
582,0.0,2,0,54.0,0,0,26.0,0.0,7
583,0.0,1,0,36.0,0,0,40.125,1.0,0
584,0.0,3,0,25.0,0,0,8.7125,1.0,7
585,1.0,1,1,18.0,0,2,79.65,0.0,4
586,0.0,2,0,47.0,0,0,15.0,0.0,7
587,1.0,1,0,60.0,1,1,79.2,1.0,1
588,0.0,3,0,22.0,0,0,8.05,0.0,7
589,0.0,3,0,25.0,0,0,8.05,0.0,7
590,0.0,3,0,35.0,0,0,7.125,0.0,7
591,1.0,1,1,52.0,1,0,78.2667,1.0,3
592,0.0,3,0,47.0,0,0,7.25,0.0,7
593,0.0,3,1,26.0,0,2,7.75,2.0,7
594,0.0,2,0,37.0,1,0,26.0,0.0,7
595,0.0,3,0,36.0,1,1,24.15,0.0,7
596,1.0,2,1,30.0,0,0,33.0,0.0,7
597,0.0,3,0,49.0,0,0,0.0,0.0,7
598,0.0,3,0,25.0,0,0,7.225,1.0,7
599,1.0,1,0,49.0,1,0,56.9292,1.0,0
600,1.0,2,1,24.0,2,1,27.0,0.0,7
601,0.0,3,0,25.0,0,0,7.8958,0.0,7
602,0.0,1,0,41.5,0,0,42.4,0.0,7
603,0.0,3,0,44.0,0,0,8.05,0.0,7
604,1.0,1,0,35.0,0,0,26.55,1.0,7
605,0.0,3,0,36.0,1,0,15.55,0.0,7
606,0.0,3,0,30.0,0,0,7.8958,0.0,7
607,1.0,1,0,27.0,0,0,30.5,0.0,7
608,1.0,2,1,22.0,1,2,41.5792,1.0,7
609,1.0,1,1,40.0,0,0,153.4625,0.0,2
610,0.0,3,1,39.0,1,5,31.275,0.0,7
611,0.0,3,0,25.0,0,0,7.05,0.0,7
612,1.0,3,1,25.0,1,0,15.5,2.0,7
613,0.0,3,0,25.0,0,0,7.75,2.0,7
614,0.0,3,0,35.0,0,0,8.05,0.0,7
615,1.0,2,1,24.0,1,2,65.0,0.0,7
616,0.0,3,0,34.0,1,1,14.4,0.0,7
617,0.0,3,1,26.0,1,0,16.1,0.0,7
618,1.0,2,1,4.0,2,1,39.0,0.0,5
619,0.0,2,0,26.0,0,0,10.5,0.0,7
620,0.0,3,0,27.0,1,0,14.4542,1.0,7
621,1.0,1,0,42.0,1,0,52.5542,0.0,3
622,1.0,3,0,20.0,1,1,15.7417,1.0,7
623,0.0,3,0,21.0,0,0,7.8542,0.0,7
624,0.0,3,0,21.0,0,0,16.1,0.0,7
625,0.0,1,0,61.0,0,0,32.3208,0.0,3
626,0.0,2,0,57.0,0,0,12.35,2.0,7
627,1.0,1,1,21.0,0,0,77.9583,0.0,3
628,0.0,3,0,26.0,0,0,7.8958,0.0,7
629,0.0,3,0,25.0,0,0,7.7333,2.0,7
630,1.0,1,0,80.0,0,0,30.0,0.0,0
631,0.0,3,0,51.0,0,0,7.0542,0.0,7
632,1.0,1,0,32.0,0,0,30.5,1.0,1
633,0.0,1,0,41.5,0,0,0.0,0.0,7
634,0.0,3,1,9.0,3,2,27.9,0.0,7
635,1.0,2,1,28.0,0,0,13.0,0.0,7
636,0.0,3,0,32.0,0,0,7.925,0.0,7
637,0.0,2,0,31.0,1,1,26.25,0.0,7
638,0.0,3,1,41.0,0,5,39.6875,0.0,7
639,0.0,3,0,25.0,1,0,16.1,0.0,7
640,0.0,3,0,20.0,0,0,7.8542,0.0,7
641,1.0,1,1,24.0,0,0,69.3,1.0,1
642,0.0,3,1,2.0,3,2,27.9,0.0,7
643,1.0,3,0,25.0,0,0,56.4958,0.0,7
644,1.0,3,1,0.75,2,1,19.2583,1.0,7
645,1.0,1,0,48.0,1,0,76.7292,1.0,3
646,0.0,3,0,19.0,0,0,7.8958,0.0,7
647,1.0,1,0,56.0,0,0,35.5,1.0,0
648,0.0,3,0,25.0,0,0,7.55,0.0,7
649,1.0,3,1,23.0,0,0,7.55,0.0,7
650,0.0,3,0,25.0,0,0,7.8958,0.0,7
651,1.0,2,1,18.0,0,1,23.0,0.0,7
652,0.0,3,0,21.0,0,0,8.4333,0.0,7
653,1.0,3,1,25.0,0,0,7.8292,2.0,7
654,0.0,3,1,18.0,0,0,6.75,2.0,7
655,0.0,2,0,24.0,2,0,73.5,0.0,7
656,0.0,3,0,25.0,0,0,7.8958,0.0,7
657,0.0,3,1,32.0,1,1,15.5,2.0,7
658,0.0,2,0,23.0,0,0,13.0,0.0,7
659,0.0,1,0,58.0,0,2,113.275,1.0,3
660,1.0,1,0,50.0,2,0,133.65,0.0,7
661,0.0,3,0,40.0,0,0,7.225,1.0,7
662,0.0,1,0,47.0,0,0,25.5875,0.0,4
663,0.0,3,0,36.0,0,0,7.4958,0.0,7
664,1.0,3,0,20.0,1,0,7.925,0.0,7
665,0.0,2,0,32.0,2,0,73.5,0.0,7
666,0.0,2,0,25.0,0,0,13.0,0.0,7
667,0.0,3,0,25.0,0,0,7.775,0.0,7
668,0.0,3,0,43.0,0,0,8.05,0.0,7
669,1.0,1,1,38.0,1,0,52.0,0.0,2
670,1.0,2,1,40.0,1,1,39.0,0.0,7
671,0.0,1,0,31.0,1,0,52.0,0.0,1
672,0.0,2,0,70.0,0,0,10.5,0.0,7
673,1.0,2,0,31.0,0,0,13.0,0.0,7
674,0.0,2,0,30.0,0,0,0.0,0.0,7
675,0.0,3,0,18.0,0,0,7.775,0.0,7
676,0.0,3,0,24.5,0,0,8.05,0.0,7
677,1.0,3,1,18.0,0,0,9.8417,0.0,7
678,0.0,3,1,43.0,1,6,46.9,0.0,7
679,1.0,1,0,36.0,0,1,512.3292,1.0,1
680,0.0,3,1,25.0,0,0,8.1375,2.0,7
681,1.0,1,0,27.0,0,0,76.7292,1.0,3
682,0.0,3,0,20.0,0,0,9.225,0.0,7
683,0.0,3,0,14.0,5,2,46.9,0.0,7
684,0.0,2,0,60.0,1,1,39.0,0.0,7
685,0.0,2,0,25.0,1,2,41.5792,1.0,7
686,0.0,3,0,14.0,4,1,39.6875,0.0,7
687,0.0,3,0,19.0,0,0,10.1708,0.0,7
688,0.0,3,0,18.0,0,0,7.7958,0.0,7
689,1.0,1,1,15.0,0,1,211.3375,0.0,1
690,1.0,1,0,31.0,1,0,57.0,0.0,1
691,1.0,3,1,4.0,0,1,13.4167,1.0,7
692,1.0,3,0,25.0,0,0,56.4958,0.0,7
693,0.0,3,0,25.0,0,0,7.225,1.0,7
694,0.0,1,0,60.0,0,0,26.55,0.0,7
695,0.0,2,0,52.0,0,0,13.5,0.0,7
696,0.0,3,0,44.0,0,0,8.05,0.0,7
697,1.0,3,1,25.0,0,0,7.7333,2.0,7
698,0.0,1,0,49.0,1,1,110.8833,1.0,2
699,0.0,3,0,42.0,0,0,7.65,0.0,5
700,1.0,1,1,18.0,1,0,227.525,1.0,2
701,1.0,1,0,35.0,0,0,26.2875,0.0,4
702,0.0,3,1,18.0,0,1,14.4542,1.0,7
703,0.0,3,0,25.0,0,0,7.7417,2.0,7
704,0.0,3,0,26.0,1,0,7.8542,0.0,7
705,0.0,2,0,39.0,0,0,26.0,0.0,7
706,1.0,2,1,45.0,0,0,13.5,0.0,7
707,1.0,1,0,42.0,0,0,26.2875,0.0,4
708,1.0,1,1,22.0,0,0,151.55,0.0,7
709,1.0,3,0,16.0,1,1,15.2458,1.0,7
710,1.0,1,1,24.0,0,0,49.5042,1.0,2
711,0.0,1,0,41.5,0,0,26.55,0.0,2
712,1.0,1,0,48.0,1,0,52.0,0.0,2
713,0.0,3,0,29.0,0,0,9.4833,0.0,7
714,0.0,2,0,52.0,0,0,13.0,0.0,7
715,0.0,3,0,19.0,0,0,7.65,0.0,5
716,1.0,1,1,38.0,0,0,227.525,1.0,2
717,1.0,2,1,27.0,0,0,10.5,0.0,4
718,0.0,3,0,25.0,0,0,15.5,2.0,7
719,0.0,3,0,33.0,0,0,7.775,0.0,7
720,1.0,2,1,6.0,0,1,33.0,0.0,7
721,0.0,3,0,17.0,1,0,7.0542,0.0,7
722,0.0,2,0,34.0,0,0,13.0,0.0,7
723,0.0,2,0,50.0,0,0,13.0,0.0,7
724,1.0,1,0,27.0,1,0,53.1,0.0,4
725,0.0,3,0,20.0,0,0,8.6625,0.0,7
726,1.0,2,1,30.0,3,0,21.0,0.0,7
727,1.0,3,1,25.0,0,0,7.7375,2.0,7
728,0.0,2,0,25.0,1,0,26.0,0.0,7
729,0.0,3,1,25.0,1,0,7.925,0.0,7
730,1.0,1,1,29.0,0,0,211.3375,0.0,1
731,0.0,3,0,11.0,0,0,18.7875,1.0,7
732,0.0,2,0,30.0,0,0,0.0,0.0,7
733,0.0,2,0,23.0,0,0,13.0,0.0,7
734,0.0,2,0,23.0,0,0,13.0,0.0,7
735,0.0,3,0,28.5,0,0,16.1,0.0,7
736,0.0,3,1,48.0,1,3,34.375,0.0,7
737,1.0,1,0,35.0,0,0,512.3292,1.0,1
738,0.0,3,0,25.0,0,0,7.8958,0.0,7
739,0.0,3,0,25.0,0,0,7.8958,0.0,7
740,1.0,1,0,41.5,0,0,30.0,0.0,3
741,0.0,1,0,36.0,1,0,78.85,0.0,2
742,1.0,1,1,21.0,2,2,262.375,1.0,1
743,0.0,3,0,24.0,1,0,16.1,0.0,7
744,1.0,3,0,31.0,0,0,7.925,0.0,7
745,0.0,1,0,70.0,1,1,71.0,0.0,1
746,0.0,3,0,16.0,1,1,20.25,0.0,7
747,1.0,2,1,30.0,0,0,13.0,0.0,7
748,0.0,1,0,19.0,1,0,53.1,0.0,3
749,0.0,3,0,31.0,0,0,7.75,2.0,7
750,1.0,2,1,4.0,1,1,23.0,0.0,7
751,1.0,3,0,6.0,0,1,12.475,0.0,4
752,0.0,3,0,33.0,0,0,9.5,0.0,7
753,0.0,3,0,23.0,0,0,7.8958,0.0,7
754,1.0,2,1,48.0,1,2,65.0,0.0,7
755,1.0,2,0,0.67,1,1,14.5,0.0,7
756,0.0,3,0,28.0,0,0,7.7958,0.0,7
757,0.0,2,0,18.0,0,0,11.5,0.0,7
758,0.0,3,0,34.0,0,0,8.05,0.0,7
759,1.0,1,1,33.0,0,0,86.5,0.0,1
760,0.0,3,0,25.0,0,0,14.5,0.0,7
761,0.0,3,0,41.0,0,0,7.125,0.0,7
762,1.0,3,0,20.0,0,0,7.2292,1.0,7
763,1.0,1,1,36.0,1,2,120.0,0.0,1
764,0.0,3,0,16.0,0,0,7.775,0.0,7
765,1.0,1,1,51.0,1,0,77.9583,0.0,3
766,0.0,1,0,41.5,0,0,39.6,1.0,7
767,0.0,3,1,30.5,0,0,7.75,2.0,7
768,0.0,3,0,25.0,1,0,24.15,2.0,7
769,0.0,3,0,32.0,0,0,8.3625,0.0,7
770,0.0,3,0,24.0,0,0,9.5,0.0,7
771,0.0,3,0,48.0,0,0,7.8542,0.0,7
772,0.0,2,1,57.0,0,0,10.5,0.0,4
773,0.0,3,0,25.0,0,0,7.225,1.0,7
774,1.0,2,1,54.0,1,3,23.0,0.0,7
775,0.0,3,0,18.0,0,0,7.75,0.0,7
776,0.0,3,0,25.0,0,0,7.75,2.0,5
777,1.0,3,1,5.0,0,0,12.475,0.0,7
778,0.0,3,0,25.0,0,0,7.7375,2.0,7
779,1.0,1,1,43.0,0,1,211.3375,0.0,1
780,1.0,3,1,13.0,0,0,7.2292,1.0,7
781,1.0,1,1,17.0,1,0,57.0,0.0,1
782,0.0,1,0,29.0,0,0,30.0,0.0,3
783,0.0,3,0,13.5,1,2,23.45,0.0,7
784,0.0,3,0,25.0,0,0,7.05,0.0,7
785,0.0,3,0,25.0,0,0,7.25,0.0,7
786,1.0,3,1,18.0,0,0,7.4958,0.0,7
787,0.0,3,0,8.0,4,1,29.125,2.0,7
788,1.0,3,0,1.0,1,2,20.575,0.0,7
789,0.0,1,0,46.0,0,0,79.2,1.0,1
790,0.0,3,0,25.0,0,0,7.75,2.0,7
791,0.0,2,0,16.0,0,0,26.0,0.0,7
792,0.0,3,1,14.5,8,2,69.55,0.0,7
793,0.0,1,0,41.5,0,0,30.6958,1.0,7
794,0.0,3,0,25.0,0,0,7.8958,0.0,7
795,0.0,2,0,39.0,0,0,13.0,0.0,7
796,1.0,1,1,49.0,0,0,25.9292,0.0,3
797,1.0,3,1,31.0,0,0,8.6833,0.0,7
798,0.0,3,0,30.0,0,0,7.2292,1.0,7
799,0.0,3,1,30.0,1,1,24.15,0.0,7
800,0.0,2,0,34.0,0,0,13.0,0.0,7
801,1.0,2,1,31.0,1,1,26.25,0.0,7
802,1.0,1,0,11.0,1,2,120.0,0.0,1
803,1.0,3,0,0.42,0,1,8.5167,1.0,7
804,1.0,3,0,27.0,0,0,6.975,0.0,7
805,0.0,3,0,31.0,0,0,7.775,0.0,7
806,0.0,1,0,39.0,0,0,0.0,0.0,0
807,0.0,3,1,18.0,0,0,7.775,0.0,7
808,0.0,2,0,39.0,0,0,13.0,0.0,7
809,1.0,1,1,33.0,1,0,53.1,0.0,4
810,0.0,3,0,26.0,0,0,7.8875,0.0,7
811,0.0,3,0,39.0,0,0,24.15,0.0,7
812,0.0,2,0,35.0,0,0,10.5,0.0,7
813,0.0,3,1,6.0,4,2,31.275,0.0,7
814,0.0,3,0,30.5,0,0,8.05,0.0,7
815,0.0,1,0,41.5,0,0,0.0,0.0,1
816,0.0,3,1,23.0,0,0,7.925,0.0,7
817,0.0,2,0,31.0,1,1,37.0042,1.0,7
818,0.0,3,0,43.0,0,0,6.45,0.0,7
819,0.0,3,0,10.0,3,2,27.9,0.0,7
820,1.0,1,1,52.0,1,1,93.5,0.0,1
821,1.0,3,0,27.0,0,0,8.6625,0.0,7
822,0.0,1,0,38.0,0,0,0.0,0.0,7
823,1.0,3,1,27.0,0,1,12.475,0.0,4
824,0.0,3,0,2.0,4,1,39.6875,0.0,7
825,0.0,3,0,25.0,0,0,6.95,2.0,7
826,0.0,3,0,25.0,0,0,56.4958,0.0,7
827,1.0,2,0,1.0,0,2,37.0042,1.0,7
828,1.0,3,0,25.0,0,0,7.75,2.0,7
829,1.0,1,1,62.0,0,0,80.0,0.0,1
830,1.0,3,1,15.0,1,0,14.4542,1.0,7
831,1.0,2,0,0.83,1,1,18.75,0.0,7
832,0.0,3,0,25.0,0,0,7.2292,1.0,7
833,0.0,3,0,23.0,0,0,7.8542,0.0,7
834,0.0,3,0,18.0,0,0,8.3,0.0,7
835,1.0,1,1,39.0,1,1,83.1583,1.0,4
836,0.0,3,0,21.0,0,0,8.6625,0.0,7
837,0.0,3,0,25.0,0,0,8.05,0.0,7
838,1.0,3,0,32.0,0,0,56.4958,0.0,7
839,1.0,1,0,41.5,0,0,29.7,1.0,2
840,0.0,3,0,20.0,0,0,7.925,0.0,7
841,0.0,2,0,16.0,0,0,10.5,0.0,7
842,1.0,1,1,30.0,0,0,31.0,1.0,7
843,0.0,3,0,34.5,0,0,6.4375,1.0,7
844,0.0,3,0,17.0,0,0,8.6625,0.0,7
845,0.0,3,0,42.0,0,0,7.55,0.0,7
846,0.0,3,0,14.5,8,2,69.55,0.0,7
847,0.0,3,0,35.0,0,0,7.8958,1.0,7
848,0.0,2,0,28.0,0,1,33.0,0.0,7
849,1.0,1,1,38.0,1,0,89.1042,1.0,2
850,0.0,3,0,4.0,4,2,31.275,0.0,7
851,0.0,3,0,74.0,0,0,7.775,0.0,7
852,0.0,3,1,9.0,1,1,15.2458,1.0,7
853,1.0,1,1,16.0,0,1,39.4,0.0,3
854,0.0,2,1,44.0,1,0,26.0,0.0,7
855,1.0,3,1,18.0,0,1,9.35,0.0,7
856,1.0,1,1,45.0,1,1,164.8667,0.0,7
857,1.0,1,0,51.0,0,0,26.55,0.0,4
858,1.0,3,1,24.0,0,3,19.2583,1.0,7
859,0.0,3,0,25.0,0,0,7.2292,1.0,7
860,0.0,3,0,41.0,2,0,14.1083,0.0,7
861,0.0,2,0,21.0,1,0,11.5,0.0,7
862,1.0,1,1,48.0,0,0,25.9292,0.0,3
863,0.0,3,1,14.5,8,2,69.55,0.0,7
864,0.0,2,0,24.0,0,0,13.0,0.0,7
865,1.0,2,1,42.0,0,0,13.0,0.0,7
866,1.0,2,1,27.0,1,0,13.8583,1.0,7
867,0.0,1,0,31.0,0,0,50.4958,0.0,0
868,0.0,3,0,25.0,0,0,9.5,0.0,7
869,1.0,3,0,4.0,1,1,11.1333,0.0,7
870,0.0,3,0,26.0,0,0,7.8958,0.0,7
871,1.0,1,1,47.0,1,1,52.5542,0.0,3
872,0.0,1,0,33.0,0,0,5.0,0.0,1
873,0.0,3,0,47.0,0,0,9.0,0.0,7
874,1.0,2,1,28.0,1,0,24.0,1.0,7
875,1.0,3,1,15.0,0,0,7.225,1.0,7
876,0.0,3,0,20.0,0,0,9.8458,0.0,7
877,0.0,3,0,19.0,0,0,7.8958,0.0,7
878,0.0,3,0,25.0,0,0,7.8958,0.0,7
879,1.0,1,1,56.0,0,1,83.1583,1.0,2
880,1.0,2,1,25.0,0,1,26.0,0.0,7
881,0.0,3,0,33.0,0,0,7.8958,0.0,7
882,0.0,3,1,22.0,0,0,10.5167,0.0,7
883,0.0,2,0,28.0,0,0,10.5,0.0,7
884,0.0,3,0,25.0,0,0,7.05,0.0,7
885,0.0,3,1,39.0,0,5,29.125,2.0,7
886,0.0,2,0,27.0,0,0,13.0,0.0,7
887,1.0,1,1,19.0,0,0,30.0,0.0,1
888,0.0,3,1,13.5,1,2,23.45,0.0,7
889,1.0,1,0,26.0,0,0,30.0,1.0,2
890,0.0,3,0,32.0,0,0,7.75,2.0,7
