,Survived,Sex,Pclass_1,Pclass_2,Pclass_3,Embarked_0.0,Embarked_1.0,Embarked_2.0,Cabin_Letter_0,Cabin_Letter_1,Cabin_Letter_2,Cabin_Letter_3,Cabin_Letter_4,Cabin_Letter_5,Cabin_Letter_6,Cabin_Letter_7,Alone,Age,SibSp,Parch,Fare,Family_size
160,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1.1125484410091069,-0.47908676070718687,0.7107630931786129,-0.3320751371690487,0.07335229062787217
161,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0.8117918316979774,-0.47908676070718687,-0.444999501816175,-0.33884184598802985,-0.5583460543187373
162,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.24085630089097548,-0.47908676070718687,-0.444999501816175,-0.4930261397919572,-0.5583460543187373
163,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.9175586718410166,-0.47908676070718687,-0.444999501816175,-0.47586769957239783,-0.5583460543187373
164,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-2.120585109085534,3.3624113695574844,0.7107630931786129,0.12395270359585853,2.6001456704143098
165,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-1.5190718904632754,-0.47908676070718687,1.8665256881734007,-0.2465246042433587,0.7050506355744817
166,1.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.059900308420153925,-0.47908676070718687,0.7107630931786129,0.4199962144262832,0.07335229062787217
167,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1.1877375933368892,0.481287771858981,4.178050878162977,-0.1039403827005419,2.6001456704143098
168,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.9245755601896509,-0.47908676070718687,-0.444999501816175,-0.142123953893364,-0.5583460543187373
169,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.09047799623541078,-0.47908676070718687,-0.444999501816175,0.4489151945732318,-0.5583460543187373
170,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2.3907640305814066,-0.47908676070718687,-0.444999501816175,0.0043269584031563,-0.5583460543187373
171,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-1.895017652102187,3.3624113695574844,0.7107630931786129,-0.0802569018341079,2.6001456704143098
172,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-2.120585109085534,0.481287771858981,0.7107630931786129,-0.4280986020011448,0.7050506355744817
173,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.6168020625298872,-0.47908676070718687,-0.444999501816175,-0.4901261217266795,-0.5583460543187373
174,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2.014818268942495,-0.47908676070718687,-0.444999501816175,-0.04988791265452059,-0.5583460543187373
175,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.8423695195132342,0.481287771858981,0.7107630931786129,-0.4914949302534906,0.7050506355744817
176,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-1.7446393474466224,2.4020368369913165,0.7107630931786129,-0.15098447575547558,1.9684473254677004
177,0.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1.563683354975801,-0.47908676070718687,-0.444999501816175,-0.08823195151362141,-0.5583460543187373
178,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,-0.5583460543187373
179,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0.5110352223868481,-0.47908676070718687,-0.444999501816175,-0.643343742842181,-0.5583460543187373
180,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-1.1055315526604725,7.203909499822155,1.8665256881734007,0.7012979667582132,5.758637395147358
181,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.35237526362599214,-0.5583460543187373
182,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-1.5190718904632754,3.3624113695574844,1.8665256881734007,-0.036514962682837,3.2318440153609194
183,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,-2.120585109085534,1.4416623044251486,0.7107630931786129,0.11066095413000272,1.3367489805210908
184,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-1.895017652102187,-0.47908676070718687,1.8665256881734007,-0.21752442359058238,0.7050506355744817
185,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.9245755601896509,-0.47908676070718687,-0.444999501816175,0.32332894558369557,-0.5583460543187373
186,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-0.3160454532187578,0.481287771858981,-0.444999501816175,-0.3436752094301593,0.07335229062787217
187,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.1877375933368892,-0.47908676070718687,-0.444999501816175,-0.13004054528804052,-0.5583460543187373
188,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.8117918316979774,0.481287771858981,0.7107630931786129,-0.3436752094301593,0.7050506355744817
189,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0.5110352223868481,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,-0.5583460543187373
190,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0.21027861307571863,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,-0.5583460543187373
191,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.7671803671854519,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,-0.5583460543187373
192,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.7671803671854519,0.481287771858981,-0.444999501816175,-0.4914949302534906,0.07335229062787217
193,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,-1.9702068044299694,0.481287771858981,0.7107630931786129,-0.14067394486072518,0.7050506355744817
194,1.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1.1125484410091069,-0.47908676070718687,-0.444999501816175,-0.1074049376158602,-0.5583460543187373
195,1.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2.1651965735980596,-0.47908676070718687,-0.444999501816175,2.1894093700840225,-0.5583460543187373
196,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,-0.5583460543187373
197,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.9621701363535421,-0.47908676070718687,0.7107630931786129,-0.48086153068080595,0.07335229062787217
198,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,-0.5583460543187373
199,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.39123460554654016,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,-0.5583460543187373
200,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.09047799623541078,-0.47908676070718687,-0.444999501816175,-0.45967593204126445,-0.5583460543187373
201,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-1.1055315526604725,7.203909499822155,1.8665256881734007,0.7012979667582132,5.758637395147358
202,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0.36065691773128333,-0.47908676070718687,-0.444999501816175,-0.5177574938526448,-0.5583460543187373
203,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1.2253321695007804,-0.47908676070718687,-0.444999501816175,-0.5036595393646418,-0.5583460543187373
204,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.8423695195132342,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,-0.5583460543187373
205,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,-2.0453959567577518,-0.47908676070718687,0.7107630931786129,-0.4410674827890663,0.07335229062787217
206,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.21027861307571863,0.481287771858981,-0.444999501816175,-0.3369085006111781,0.07335229062787217
207,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,-0.24085630089097548,-0.47908676070718687,-0.444999501816175,-0.28011648016615787,-0.5583460543187373
208,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,-0.9927478241687989,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,-0.5583460543187373
209,1.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.8117918316979774,-0.47908676070718687,-0.444999501816175,-0.04400667601813753,-0.5583460543187373
210,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.39123460554654016,-0.47908676070718687,-0.444999501816175,-0.5070428937741324,-0.5583460543187373
211,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0.43584607005906567,-0.47908676070718687,-0.444999501816175,-0.23734121370331285,-0.5583460543187373
212,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.5416129102021049,-0.47908676070718687,-0.444999501816175,-0.5031762030204289,-0.5583460543187373
213,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,-0.5583460543187373
214,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-0.3160454532187578,0.481287771858981,-0.444999501816175,-0.49350947613617013,0.07335229062787217
215,1.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.13508946074793626,0.481287771858981,-0.444999501816175,1.5466532327866422,0.07335229062787217
216,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.16566714856319312,-0.47908676070718687,-0.444999501816175,-0.4901261217266795,-0.5583460543187373
217,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.9621701363535421,0.481287771858981,-0.444999501816175,-0.12134049109220765,0.07335229062787217
218,1.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.21027861307571863,-0.47908676070718687,-0.444999501816175,0.8316383120294281,-0.5583460543187373
219,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,-0.5583460543187373
220,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.9927478241687989,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,-0.5583460543187373
221,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.16566714856319312,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,-0.5583460543187373
222,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1.6388725073035832,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,-0.5583460543187373
223,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,-0.5583460543187373
224,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.6614135270424127,0.481287771858981,-0.444999501816175,1.0966670963243967,0.07335229062787217
225,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.5416129102021049,-0.47908676070718687,-0.444999501816175,-0.46257595010654207,-0.5583460543187373
226,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.7671803671854519,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,-0.5583460543187373
227,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.6543966386937784,-0.47908676070718687,-0.444999501816175,-0.5031762030204289,-0.5583460543187373
228,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.8423695195132342,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,-0.5583460543187373
229,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-1.7446393474466224,2.4020368369913165,0.7107630931786129,-0.15098447575547558,1.9684473254677004
230,1.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.43584607005906567,0.481287771858981,-0.444999501816175,0.9705163104848198,0.07335229062787217
231,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.015288843907628425,-0.47908676070718687,-0.444999501816175,-0.4930261397919572,-0.5583460543187373
232,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2.240385725925842,-0.47908676070718687,-0.444999501816175,-0.38234211696719433,-0.5583460543187373
233,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-1.8198284997744048,3.3624113695574844,1.8665256881734007,-0.036514962682837,3.2318440153609194
234,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.39123460554654016,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,-0.5583460543187373
235,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.4973761668898736,-0.5583460543187373
236,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1.1125484410091069,0.481287771858981,-0.444999501816175,-0.14067394486072518,0.07335229062787217
237,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.5942610427910577,-0.47908676070718687,1.8665256881734007,-0.13584058141859578,0.7050506355744817
238,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.7671803671854519,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,-0.5583460543187373
239,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0.285467765403501,-0.47908676070718687,-0.444999501816175,-0.4060255978336283,-0.5583460543187373
240,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.3160454532187578,0.481287771858981,-0.444999501816175,-0.3638941353812749,0.07335229062787217
241,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-0.3160454532187578,0.481287771858981,-0.444999501816175,-0.3436752094301593,0.07335229062787217
242,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.015288843907628425,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,-0.5583460543187373
243,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.5416129102021049,-0.47908676070718687,-0.444999501816175,-0.5055928847414936,-0.5583460543187373
244,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.5036595393646418,-0.5583460543187373
245,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.1125484410091069,1.4416623044251486,-0.444999501816175,1.0966670963243967,0.7050506355744817
246,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.4930261397919572,-0.5583460543187373
247,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.39123460554654016,-0.47908676070718687,1.8665256881734007,-0.3630086631986768,0.7050506355744817
248,1.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.5862243747146304,0.481287771858981,0.7107630931786129,0.37271045319924306,0.7050506355744817
249,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1.8644399642869303,0.481287771858981,-0.444999501816175,-0.14067394486072518,0.07335229062787217
250,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.5031762030204289,-0.5583460543187373
251,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,-0.015288843907628425,0.481287771858981,0.7107630931786129,-0.4410674827890663,0.7050506355744817
252,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2.465953182909189,-0.47908676070718687,-0.444999501816175,-0.13004054528804052,-0.5583460543187373
253,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.059900308420153925,0.481287771858981,-0.444999501816175,-0.3320751371690487,0.07335229062787217
254,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.8869809840257598,-0.47908676070718687,1.8665256881734007,-0.2525663085460204,0.7050506355744817
255,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.015288843907628425,-0.47908676070718687,1.8665256881734007,-0.3485897733781164,0.7050506355744817
256,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.9245755601896509,-0.47908676070718687,-0.444999501816175,0.8878657956244075,-0.5583460543187373
257,1.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,1.0290000081345854,-0.5583460543187373
258,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.43584607005906567,-0.47908676070718687,-0.444999501816175,9.261749159619391,-0.5583460543187373
259,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1.563683354975801,-0.47908676070718687,0.7107630931786129,-0.14067394486072518,0.07335229062787217
260,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,-0.5583460543187373
261,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-1.9702068044299694,3.3624113695574844,1.8665256881734007,-0.036514962682837,3.2318440153609194
262,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.7140616596313656,0.481287771858981,0.7107630931786129,0.8965658498202405,0.7050506355744817
263,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.8117918316979774,-0.47908676070718687,-0.444999501816175,-0.643343742842181,-0.5583460543187373
264,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,-0.5583460543187373
265,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0.5110352223868481,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,-0.5583460543187373
266,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.9927478241687989,3.3624113695574844,0.7107630931786129,0.12395270359585853,2.6001456704143098
267,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.3160454532187578,0.481287771858981,-0.444999501816175,-0.4930261397919572,0.07335229062787217
268,1.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.1651965735980596,-0.47908676070718687,0.7107630931786129,2.3236164061089406,0.07335229062787217
269,1.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.43584607005906567,-0.47908676070718687,-0.444999501816175,1.9789163921792876,-0.5583460543187373
270,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.9245755601896509,-0.47908676070718687,-0.444999501816175,-0.04400667601813753,-0.5583460543187373
271,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.643343742842181,-0.5583460543187373
272,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8869809840257598,-0.47908676070718687,0.7107630931786129,-0.2663413943560891,0.07335229062787217
273,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.5862243747146304,-0.47908676070718687,0.7107630931786129,-0.06914016591721033,0.07335229062787217
274,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,-0.5583460543187373
275,1.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.5411423352369713,0.481287771858981,-0.444999501816175,0.8638594460800392,0.07335229062787217
276,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1.1877375933368892,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,-0.5583460543187373
277,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.643343742842181,-0.5583460543187373
278,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-1.66945019511884,3.3624113695574844,0.7107630931786129,-0.0802569018341079,2.6001456704143098
279,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.43584607005906567,0.481287771858981,0.7107630931786129,-0.251841304029701,0.7050506355744817
280,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2.691520639892536,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,-0.5583460543187373
281,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.09047799623541078,-0.47908676070718687,-0.444999501816175,-0.4914949302534906,-0.5583460543187373
282,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.9927478241687989,-0.47908676070718687,-0.444999501816175,-0.45967593204126445,-0.5583460543187373
283,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.7671803671854519,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,-0.5583460543187373
284,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.9245755601896509,-0.47908676070718687,-0.444999501816175,-0.14067394486072518,-0.5583460543187373
285,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.285467765403501,-0.47908676070718687,-0.444999501816175,-0.47586769957239783,-0.5583460543187373
286,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.45967593204126445,-0.5583460543187373
287,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.5416129102021049,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,-0.5583460543187373
288,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0.9621701363535421,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,-0.5583460543187373
289,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,-0.5416129102021049,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,-0.5583460543187373
290,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.24085630089097548,-0.47908676070718687,-0.444999501816175,0.8810990868054263,-0.5583460543187373
291,1.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.7671803671854519,0.481287771858981,-0.444999501816175,1.117531759631381,0.07335229062787217
292,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.5110352223868481,-0.47908676070718687,-0.444999501816175,-0.39442552557251775,-0.5583460543187373
293,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.39123460554654016,-0.47908676070718687,-0.444999501816175,-0.4722426769908008,-0.5583460543187373
294,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.39123460554654016,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,-0.5583460543187373
295,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.9245755601896509,-0.47908676070718687,-0.444999501816175,-0.1074049376158602,-0.5583460543187373
296,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,-0.42882918171043133,-0.47908676070718687,-0.444999501816175,-0.5035783388588141,-0.5583460543187373
297,0.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-2.0453959567577518,0.481287771858981,1.8665256881734007,2.286641175776651,1.3367489805210908
298,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.9245755601896509,-0.47908676070718687,-0.444999501816175,-0.05367340290239629,-0.5583460543187373
299,1.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.563683354975801,-0.47908676070718687,0.7107630931786129,4.142088200704293,0.07335229062787217
300,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,-0.5583460543187373
301,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-0.4664237578743225,1.4416623044251486,-0.444999501816175,-0.1938409427241484,0.7050506355744817
302,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.7671803671854519,-0.47908676070718687,-0.444999501816175,-0.643343742842181,-0.5583460543187373
303,1.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.4045755888009894,-0.5583460543187373
304,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,-0.5583460543187373
305,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-2.1266002412717566,0.481287771858981,1.8665256881734007,2.286641175776651,1.3367489805210908
306,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.43584607005906567,-0.47908676070718687,-0.444999501816175,1.5004134114084793,-0.5583460543187373
307,1.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.9175586718410166,0.481287771858981,-0.444999501816175,1.462069372549378,0.07335229062787217
308,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.059900308420153925,0.481287771858981,-0.444999501816175,-0.17934085239776024,0.07335229062787217
309,1.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,0.4572943134365073,-0.5583460543187373
310,1.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.39123460554654016,-0.47908676070718687,-0.444999501816175,0.9643934056763304,-0.5583460543187373
311,1.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.8423695195132342,1.4416623044251486,1.8665256881734007,4.4292711896726065,1.9684473254677004
312,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.24085630089097548,0.481287771858981,0.7107630931786129,-0.14067394486072518,0.7050506355744817
313,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.09047799623541078,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,-0.5583460543187373
314,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0373592886813245,0.481287771858981,0.7107630931786129,-0.13584058141859578,0.7050506355744817
315,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.24085630089097548,-0.47908676070718687,-0.444999501816175,-0.4914949302534906,-0.5583460543187373
316,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.39123460554654016,0.481287771858981,-0.444999501816175,-0.14067394486072518,0.07335229062787217
317,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1.8644399642869303,-0.47908676070718687,-0.444999501816175,-0.37267539008293554,-0.5583460543187373
318,1.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.13508946074793626,-0.47908676070718687,1.8665256881734007,2.5440989795758684,0.7050506355744817
319,1.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.8117918316979774,0.481287771858981,0.7107630931786129,1.9570057890234267,0.7050506355744817
320,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.5416129102021049,-0.47908676070718687,-0.444999501816175,-0.5031762030204289,-0.5583460543187373
321,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.16566714856319312,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,-0.5583460543187373
