,Survived,Sex,Pclass_1,Pclass_2,Pclass_3,Embarked_0.0,Embarked_1.0,Embarked_2.0,Alone,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Soldier,Title_Upper,Ticket_survived,Woman_with_child,Family_male_survived,Family_woman_child_died,Ticket_type_0,Ticket_type_1,Ticket_type_2,Ticket_type_3,Ticket_type_4,Ticket_type_5,Ticket_type_6,Ticket_type_7,Age,SibSp,Parch,Fare,Family_size,Cabin_Letter
126,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,-0.5583460543187373,5
127,1.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.39123460554654016,-0.47908676070718687,-0.444999501816175,-0.5052700160635594,-0.5583460543187373,5
128,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.9927478241687989,0.481287771858981,0.7107630931786129,-0.21108058344953548,0.7050506355744817,5
129,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1877375933368892,-0.47908676070718687,-0.444999501816175,-0.5084929028067712,-0.5583460543187373,5
130,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.285467765403501,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,-0.5583460543187373,4
131,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.6919912148576696,-0.47908676070718687,-0.444999501816175,-0.5070428937741324,-0.5583460543187373,5
132,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.338115897992454,0.481287771858981,-0.444999501816175,-0.3630086631986768,0.07335229062787217,3
133,1.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.015288843907628425,0.481287771858981,-0.444999501816175,-0.14067394486072518,0.07335229062787217,3
134,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,-0.5583460543187373,5
135,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.4664237578743225,-0.47908676070718687,-0.444999501816175,-0.3524564641318199,-0.5583460543187373,3
136,1.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.7671803671854519,-0.47908676070718687,1.8665256881734007,-0.13519677740810415,0.7050506355744817,3
137,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5862243747146304,0.481287771858981,-0.444999501816175,0.38326265226609996,0.07335229062787217,2
138,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.9927478241687989,-0.47908676070718687,-0.444999501816175,-0.46515309949388545,-0.5583460543187373,5
139,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.39123460554654016,-0.47908676070718687,-0.444999501816175,0.8878657956244075,-0.5583460543187373,1
140,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-0.24085630089097548,-0.47908676070718687,1.8665256881734007,-0.3485897733781164,0.7050506355744817,6
141,1.0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5416129102021049,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,-0.5583460543187373,5
142,1.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.39123460554654016,0.481287771858981,-0.444999501816175,-0.3369085006111781,0.07335229062787217,5
143,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.7671803671854519,-0.47908676070718687,-0.444999501816175,-0.5128429299046876,-0.5583460543187373,5
144,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.8423695195132342,-0.47908676070718687,-0.444999501816175,-0.4210090245042294,-0.5583460543187373,5
145,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.7671803671854519,0.481287771858981,0.7107630931786129,0.06716068315083827,0.7050506355744817,5
146,1.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-0.16566714856319312,-0.47908676070718687,-0.444999501816175,-0.49262400395357203,-0.5583460543187373,5
147,0.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.5190718904632754,1.4416623044251486,1.8665256881734007,0.02124373045060914,1.9684473254677004,5
148,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5486297985507392,-0.47908676070718687,1.8665256881734007,-0.14067394486072518,0.7050506355744817,5
149,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9621701363535421,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,-0.5583460543187373,3
150,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.6388725073035832,-0.47908676070718687,-0.444999501816175,-0.4011922343914989,-0.5583460543187373,4
151,1.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.5416129102021049,0.481287771858981,-0.444999501816175,0.6442642781410864,0.07335229062787217,2
152,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.9772236927786038,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,-0.5583460543187373,4
153,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8493864078618686,-0.47908676070718687,1.8665256881734007,-0.3630086631986768,0.7050506355744817,6
154,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.5019678621598965,-0.5583460543187373,5
155,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.6388725073035832,-0.47908676070718687,0.7107630931786129,0.5433281827064101,0.07335229062787217,2
156,1.0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.9927478241687989,-0.47908676070718687,-0.444999501816175,-0.4938323448141044,-0.5583460543187373,5
157,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,-0.5583460543187373,4
158,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.47586769957239783,-0.5583460543187373,5
159,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1.1055315526604725,7.203909499822155,1.8665256881734007,0.7012979667582132,5.758637395147358,5
160,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1125484410091069,-0.47908676070718687,0.7107630931786129,-0.3320751371690487,0.07335229062787217,4
161,1.0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.8117918316979774,-0.47908676070718687,-0.444999501816175,-0.33884184598802985,-0.5583460543187373,3
162,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.24085630089097548,-0.47908676070718687,-0.444999501816175,-0.4930261397919572,-0.5583460543187373,5
163,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.9175586718410166,-0.47908676070718687,-0.444999501816175,-0.47586769957239783,-0.5583460543187373,5
164,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-2.120585109085534,3.3624113695574844,0.7107630931786129,0.12395270359585853,2.6001456704143098,5
165,1.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.5190718904632754,-0.47908676070718687,1.8665256881734007,-0.2465246042433587,0.7050506355744817,5
166,1.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.059900308420153925,-0.47908676070718687,0.7107630931786129,0.4199962144262832,0.07335229062787217,4
167,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1.1877375933368892,0.481287771858981,4.178050878162977,-0.1039403827005419,2.6001456704143098,5
168,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9245755601896509,-0.47908676070718687,-0.444999501816175,-0.142123953893364,-0.5583460543187373,4
169,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.09047799623541078,-0.47908676070718687,-0.444999501816175,0.4489151945732318,-0.5583460543187373,3
170,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3907640305814066,-0.47908676070718687,-0.444999501816175,0.0043269584031563,-0.5583460543187373,1
171,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1.895017652102187,3.3624113695574844,0.7107630931786129,-0.0802569018341079,2.6001456704143098,5
172,1.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2.120585109085534,0.481287771858981,0.7107630931786129,-0.4280986020011448,0.7050506355744817,6
173,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.6168020625298872,-0.47908676070718687,-0.444999501816175,-0.4901261217266795,-0.5583460543187373,5
174,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.014818268942495,-0.47908676070718687,-0.444999501816175,-0.04988791265452059,-0.5583460543187373,0
175,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.8423695195132342,0.481287771858981,0.7107630931786129,-0.4914949302534906,0.7050506355744817,6
176,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1.7446393474466224,2.4020368369913165,0.7107630931786129,-0.15098447575547558,1.9684473254677004,5
177,0.0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.563683354975801,-0.47908676070718687,-0.444999501816175,-0.08823195151362141,-0.5583460543187373,2
178,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,-0.5583460543187373,3
179,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5110352223868481,-0.47908676070718687,-0.444999501816175,-0.643343742842181,-0.5583460543187373,5
180,0.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1.1055315526604725,7.203909499822155,1.8665256881734007,0.7012979667582132,5.758637395147358,5
181,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.35237526362599214,-0.5583460543187373,3
182,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-1.5190718904632754,3.3624113695574844,1.8665256881734007,-0.036514962682837,3.2318440153609194,5
183,1.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2.120585109085534,1.4416623044251486,0.7107630931786129,0.11066095413000272,1.3367489805210908,5
184,1.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.895017652102187,-0.47908676070718687,1.8665256881734007,-0.21752442359058238,0.7050506355744817,5
185,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9245755601896509,-0.47908676070718687,-0.444999501816175,0.32332894558369557,-0.5583460543187373,0
186,1.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,0.481287771858981,-0.444999501816175,-0.3436752094301593,0.07335229062787217,3
187,1.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1877375933368892,-0.47908676070718687,-0.444999501816175,-0.13004054528804052,-0.5583460543187373,3
188,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.8117918316979774,0.481287771858981,0.7107630931786129,-0.3436752094301593,0.7050506355744817,6
189,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5110352223868481,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,-0.5583460543187373,4
190,1.0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21027861307571863,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,-0.5583460543187373,3
191,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.7671803671854519,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,-0.5583460543187373,5
192,1.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.7671803671854519,0.481287771858981,-0.444999501816175,-0.4914949302534906,0.07335229062787217,5
193,1.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.9702068044299694,0.481287771858981,0.7107630931786129,-0.14067394486072518,0.7050506355744817,5
194,1.0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.1125484410091069,-0.47908676070718687,-0.444999501816175,-0.1074049376158602,-0.5583460543187373,1
195,1.0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.1651965735980596,-0.47908676070718687,-0.444999501816175,2.1894093700840225,-0.5583460543187373,1
196,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,-0.5583460543187373,5
197,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9621701363535421,-0.47908676070718687,0.7107630931786129,-0.48086153068080595,0.07335229062787217,6
198,1.0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,-0.5583460543187373,5
199,0.0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.39123460554654016,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,-0.5583460543187373,5
200,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.09047799623541078,-0.47908676070718687,-0.444999501816175,-0.45967593204126445,-0.5583460543187373,4
201,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1.1055315526604725,7.203909499822155,1.8665256881734007,0.7012979667582132,5.758637395147358,5
202,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.36065691773128333,-0.47908676070718687,-0.444999501816175,-0.5177574938526448,-0.5583460543187373,5
203,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2253321695007804,-0.47908676070718687,-0.444999501816175,-0.5036595393646418,-0.5583460543187373,5
204,1.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.8423695195132342,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,-0.5583460543187373,5
205,0.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-2.0453959567577518,-0.47908676070718687,0.7107630931786129,-0.4410674827890663,0.07335229062787217,6
206,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.21027861307571863,0.481287771858981,-0.444999501816175,-0.3369085006111781,0.07335229062787217,3
207,1.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.24085630089097548,-0.47908676070718687,-0.444999501816175,-0.28011648016615787,-0.5583460543187373,3
208,1.0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.9927478241687989,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,-0.5583460543187373,5
209,1.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8117918316979774,-0.47908676070718687,-0.444999501816175,-0.04400667601813753,-0.5583460543187373,0
210,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.39123460554654016,-0.47908676070718687,-0.444999501816175,-0.5070428937741324,-0.5583460543187373,5
211,1.0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.43584607005906567,-0.47908676070718687,-0.444999501816175,-0.23734121370331285,-0.5583460543187373,4
212,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.5416129102021049,-0.47908676070718687,-0.444999501816175,-0.5031762030204289,-0.5583460543187373,5
213,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,-0.5583460543187373,3
214,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,0.481287771858981,-0.444999501816175,-0.49350947613617013,0.07335229062787217,5
215,1.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.13508946074793626,0.481287771858981,-0.444999501816175,1.5466532327866422,0.07335229062787217,3
216,1.0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.16566714856319312,-0.47908676070718687,-0.444999501816175,-0.4901261217266795,-0.5583460543187373,4
217,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9621701363535421,0.481287771858981,-0.444999501816175,-0.12134049109220765,0.07335229062787217,3
218,1.0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.21027861307571863,-0.47908676070718687,-0.444999501816175,0.8316383120294281,-0.5583460543187373,3
219,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,-0.5583460543187373,4
220,1.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.9927478241687989,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,-0.5583460543187373,5
221,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.16566714856319312,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,-0.5583460543187373,5
222,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6388725073035832,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,-0.5583460543187373,4
223,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,-0.5583460543187373,5
224,1.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.6614135270424127,0.481287771858981,-0.444999501816175,1.0966670963243967,0.07335229062787217,2
225,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.5416129102021049,-0.47908676070718687,-0.444999501816175,-0.46257595010654207,-0.5583460543187373,5
226,1.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.7671803671854519,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,-0.5583460543187373,5
227,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.6543966386937784,-0.47908676070718687,-0.444999501816175,-0.5031762030204289,-0.5583460543187373,5
228,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.8423695195132342,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,-0.5583460543187373,5
229,0.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1.7446393474466224,2.4020368369913165,0.7107630931786129,-0.15098447575547558,1.9684473254677004,5
230,1.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.43584607005906567,0.481287771858981,-0.444999501816175,0.9705163104848198,0.07335229062787217,2
231,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.015288843907628425,-0.47908676070718687,-0.444999501816175,-0.4930261397919572,-0.5583460543187373,5
232,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.240385725925842,-0.47908676070718687,-0.444999501816175,-0.38234211696719433,-0.5583460543187373,3
233,1.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-1.8198284997744048,3.3624113695574844,1.8665256881734007,-0.036514962682837,3.2318440153609194,5
234,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.39123460554654016,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,-0.5583460543187373,5
235,0.0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.4973761668898736,-0.5583460543187373,5
236,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1125484410091069,0.481287771858981,-0.444999501816175,-0.14067394486072518,0.07335229062787217,3
237,1.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1.5942610427910577,-0.47908676070718687,1.8665256881734007,-0.13584058141859578,0.7050506355744817,5
238,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.7671803671854519,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,-0.5583460543187373,5
239,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.285467765403501,-0.47908676070718687,-0.444999501816175,-0.4060255978336283,-0.5583460543187373,4
240,0.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.3160454532187578,0.481287771858981,-0.444999501816175,-0.3638941353812749,0.07335229062787217,3
241,1.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,0.481287771858981,-0.444999501816175,-0.3436752094301593,0.07335229062787217,3
242,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.015288843907628425,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,-0.5583460543187373,4
243,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5416129102021049,-0.47908676070718687,-0.444999501816175,-0.5055928847414936,-0.5583460543187373,5
244,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.5036595393646418,-0.5583460543187373,5
245,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.1125484410091069,1.4416623044251486,-0.444999501816175,1.0966670963243967,0.7050506355744817,2
246,0.0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.4930261397919572,-0.5583460543187373,5
247,1.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.39123460554654016,-0.47908676070718687,1.8665256881734007,-0.3630086631986768,0.7050506355744817,6
248,1.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5862243747146304,0.481287771858981,0.7107630931786129,0.37271045319924306,0.7050506355744817,3
249,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1.8644399642869303,0.481287771858981,-0.444999501816175,-0.14067394486072518,0.07335229062787217,3
250,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.5031762030204289,-0.5583460543187373,5
251,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-0.015288843907628425,0.481287771858981,0.7107630931786129,-0.4410674827890663,0.7050506355744817,6
252,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.465953182909189,-0.47908676070718687,-0.444999501816175,-0.13004054528804052,-0.5583460543187373,2
253,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.059900308420153925,0.481287771858981,-0.444999501816175,-0.3320751371690487,0.07335229062787217,3
